id,title,company,city,level,category,experience,salary_from,salary_to,salary_mid,skills,has_desc,url
131501411,Data Scientist / ML-инженер,,Москва,middle,nlp,Опыт 3-6 лет,,,,Python|SQL|PyTorch|TensorFlow|XGBoost|CatBoost|scikit-learn|Transformers|LLM|Airflow|Docker|Git,True,https://hh.ru/vacancy/131501411
131694264,Data Engineer,,Москва,senior,data_engineer,Опыт более 6 лет,,,,Python|SQL|RAG|Airflow|Docker|PostgreSQL|S3,True,https://hh.ru/vacancy/131694264
132176388,Data Engineer,Volna.tech,Москва,middle,data_engineer,Опыт 3-6 лет,,,,Python|Scala|SQL|Airflow|Kafka|Spark,True,https://hh.ru/vacancy/132176388
132656113,Data scientist (риски корпоративно-ивестиционного бизнеса),,Москва,middle,data_science,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132656113
131156422,NLP Инженер,,Москва,middle,nlp,Опыт 3-6 лет,,,,PyTorch|scikit-learn|Transformers|LLM|LangChain|LlamaIndex|NLTK|HuggingFace|RAG|W&B,True,https://hh.ru/vacancy/131156422
132321980,Data Scientist,,Екатеринбург,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132321980
131469992,Data Scientist,,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/131469992
132320614,Junior/Middle Data Scientist (Classic ML / LLM),,Москва,junior,nlp,Опыт 1-3 года,,,,Python|XGBoost|LightGBM|CatBoost|scikit-learn|LLM,True,https://hh.ru/vacancy/132320614
132673982,Data Scientist в SberBPM,,Москва,middle,llm,Опыт 3-6 лет,,,,Python|Bash|PyTorch|scikit-learn|Transformers|LLM|LangChain|spaCy|NLTK|RAG|Git|Jupyter,True,https://hh.ru/vacancy/132673982
132468588,Python-разработчик / Data-scientist / Аналитик данных,АНО Федеральный Центр Беспилотных Авиационных Систем,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|PostgreSQL,True,https://hh.ru/vacancy/132468588
132502975,Junior/Middle Data Scientist (Model Validation / GenAI / R&D),,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132502975
132537611,Data Scientist middle (GenAI),,Санкт-Петербург,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132537611
132672265,Senior data scientist (разработка рисковых розничных моделей),,Москва,senior,data_science,Опыт 3-6 лет,,,,Python|SQL|XGBoost|LightGBM|CatBoost|scikit-learn|Spark|Hadoop,True,https://hh.ru/vacancy/132672265
129967402,Data Scientist (LLM),,Москва,middle,nlp,Опыт 3-6 лет,,,,Python|LLM|LangChain|LlamaIndex|HuggingFace|RAG|FastAPI,True,https://hh.ru/vacancy/129967402
131817057,Senior Data Scientist в Хаб Юридических Лиц,,Москва,senior,mlops,Опыт 3-6 лет,,,,Python|SQL|XGBoost|LightGBM|CatBoost|scikit-learn|LLM|Spark|Hadoop,True,https://hh.ru/vacancy/131817057
132271314,Data Scientist (Middle),ОООFarpost IT,"Владивосток, Русская улица",middle,nlp,Опыт 3-6 лет,,,,Python|SQL|Docker|Kubernetes|ClickHouse|Git,True,https://hh.ru/vacancy/132271314
131793143,Data Engineer,Coral Club,Москва,middle,data_engineer,Опыт 3-6 лет,,,,Python|SQL|Airflow|Docker|PostgreSQL|ClickHouse,True,https://hh.ru/vacancy/131793143
132592947,Middle/Senior Data Scientist (блок Финансы),,Москва,senior,data_science,Опыт 1-3 года,,,,Python|SQL|Hadoop,True,https://hh.ru/vacancy/132592947
132813510,DevOps (Nginx) специалист,,Санкт-Петербург,middle,mlops,Опыт 3-6 лет,,,,Python|SQL|Bash|PyTorch|TensorFlow|Ultralytics|MLflow|Airflow|Docker|PostgreSQL|ClickHouse|Git,True,https://hh.ru/vacancy/132813510
129431924,Data Scientist (Speech),ООО Ростелеком Информационные Технологии,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/129431924
132675341,Data Scientist / Deep Learning Engineer (рекомендательные системы),,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|PyTorch|Transformers|LLM|HuggingFace|MLflow,True,https://hh.ru/vacancy/132675341
132524902,Middle/Senior Data Scientist (команда Цифровой аватар),,Москва,senior,data_science,Опыт 1-3 года,,,,PyTorch|Airflow|Hadoop,True,https://hh.ru/vacancy/132524902
132656464,Data Engineer,,Москва,middle,data_engineer,Опыт 3-6 лет,,,,Scala|SQL|Spark|Hadoop|Git,True,https://hh.ru/vacancy/132656464
132215841,Data Scientist,,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132215841
132619676,Senior Data Scientist в команду Data Core,,Москва,senior,llm,Опыт 3-6 лет,,,,Python|SQL|PyTorch|TensorFlow|XGBoost|CatBoost|Transformers|BERT|LLM|LangChain|RAG|MLflow|Docker|FastAPI|Flask|Kafka|PostgreSQL|Git|Grafana,True,https://hh.ru/vacancy/132619676
132098208,Аналитик данных (дата инженер/data scientist),Diamond Personnel R&C,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|Bash|Hadoop|PostgreSQL|ClickHouse,True,https://hh.ru/vacancy/132098208
132517186,Middle Data scientist NLP (валидация GenAI решений),,Москва,senior,nlp,Опыт 1-3 года,,,,Python|SQL|PyTorch|Transformers|GPT|LLM|HuggingFace|RAG,True,https://hh.ru/vacancy/132517186
132207538,Data Scientist / Эконометрист,,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132207538
132618261,Data Engineer/ Data Analyst (разработка АБС для филиала в Индии),,Екатеринбург,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|Spark|Hadoop,True,https://hh.ru/vacancy/132618261
132439661,Data Scientist (Classic ML),,Москва,senior,data_science,Опыт более 6 лет,,,,Python|SQL|XGBoost|CatBoost|scikit-learn|MLflow|DVC|Docker|FastAPI|Kafka|Spark|Hadoop|Redis|Git,True,https://hh.ru/vacancy/132439661
132243670,Data science,,Москва,junior,data_science,Опыт 1-3 года,,,,Python|SQL|PyTorch|Transformers|MLflow|Airflow,True,https://hh.ru/vacancy/132243670
131983816,Data Scientist,,Санкт-Петербург,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/131983816
132425062,Data Scientist (CV/Video),Intelsy,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|PyTorch|TensorFlow|scikit-learn|OpenCV,True,https://hh.ru/vacancy/132425062
132481327,Data Scientist middle/middle+ (ML),,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|PyTorch|TensorFlow|XGBoost|LightGBM|CatBoost|scikit-learn|MLflow|Kubeflow|DVC|Kafka|Spark|Git,True,https://hh.ru/vacancy/132481327
130685144,Data Scientist (Аналитик данных),,Москва,middle,data_science,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/130685144
132588713,ML-инженер,,Москва,junior,research,Опыт 1-3 года,,,,Python|SQL|XGBoost|LightGBM|CatBoost|scikit-learn|Git,True,https://hh.ru/vacancy/132588713
132250413,Специалист лидерской программы в направлении Цифровые продукты и данные (Data & Digital),,Москва,senior,research,Без опыта,,,,,True,https://hh.ru/vacancy/132250413
132668886,Senior Data Scientist LLM (AI-ассистент),,Москва,senior,llm,Опыт 3-6 лет,,,,Python|SQL|GPT|LLM|LangChain|LlamaIndex|RAG|Spark,True,https://hh.ru/vacancy/132668886
132231145,Data Scientist,ОООЭКАН,Санкт-Петербург,middle,computer_vision,Опыт 3-6 лет,,,,Python|C++|PyTorch|OpenCV,True,https://hh.ru/vacancy/132231145
123534526,Senior Data Scientist (NLP) в Автоматизацию коммуникаций,,Москва,senior,nlp,Опыт 3-6 лет,,,,Python|PyTorch|scikit-learn|LLM|HuggingFace,True,https://hh.ru/vacancy/123534526
132377123,Data Scientist,,посёлок городского типа Новоивановское,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|PyTorch|XGBoost|CatBoost|MLflow|Airflow|Docker|Kubernetes|Kafka|Spark|S3,True,https://hh.ru/vacancy/132377123
132337724,Риск-менеджер (Data Scientist),,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132337724
131825614,Middle \ Senior Data Scientist (LLM),,Москва,senior,nlp,Опыт 1-3 года,,,,PyTorch|Transformers|LLM|LangChain|RAG,True,https://hh.ru/vacancy/131825614
132230266,Data Scientist (digital-marketing),,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|PyTorch|scikit-learn|Transformers|LangChain|RAG|MLflow|Airflow|Kubeflow|DVC|Docker|FastAPI|Flask|Git,True,https://hh.ru/vacancy/132230266
132072079,Middle Data Scientist,DSCS.pro,Санкт-Петербург,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132072079
130715345,Data Scientist (AI Safety),,Москва,senior,llm,Опыт более 6 лет,,,,PyTorch|Transformers|LLM|LangChain|MLflow|Git,True,https://hh.ru/vacancy/130715345
132357529,"Data scientist (marketing mix модели, рекламные данные)",,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132357529
132174905,Middle/Senior Data Scientist,,Москва,senior,data_science,Опыт 3-6 лет,,,,Python|CatBoost|scikit-learn|Airflow|Docker|Spark|Hadoop|PostgreSQL,True,https://hh.ru/vacancy/132174905
131482656,Middle/ Senior Data Scientist (Центр розничного риск-моделирования),,Москва,senior,data_science,Опыт 3-6 лет,,,,Python|SQL|PyTorch|LightGBM|CatBoost|scikit-learn|Spark|Hadoop|Dask|Git,True,https://hh.ru/vacancy/131482656
131397748,Data Scientist / Risk Analyst,Finstar Financial Group,Москва,middle,data_science,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/131397748
132203094,Senior/ Lead Data Scientist (LLM),,Москва,senior,llm,Опыт более 6 лет,,,,Python|GPT|LLM|LangChain|LlamaIndex|RAG|Kubernetes|FastAPI|Kafka|PostgreSQL|Redis|Grafana,True,https://hh.ru/vacancy/132203094
131478573,Data Scientist (Управление моделирования партнерств и ИТ-процессов),,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/131478573
132179562,Data Scientist (LLM / AI Agents),,Москва,junior,llm,Опыт 1-3 года,,,,Python|LLM|LangChain|RAG|Airflow|FastAPI|Spark,True,https://hh.ru/vacancy/132179562
130412755,"Data Scientist (Модели оценки качества), Диалоговый ИИ и ML сервисы",,Москва,middle,llm,Опыт 3-6 лет,,,,Python|SQL|PyTorch|Transformers|LLM|RAG|Kafka|Redis|ClickHouse|S3|Git,True,https://hh.ru/vacancy/130412755
128525575,Старший Data Scientist/AI поисковый ассистент,,Москва,middle,llm,Опыт 3-6 лет,,,,LLM|RAG|Spark|Hadoop,True,https://hh.ru/vacancy/128525575
132214695,Data Scientist в направление образовательных программ,АВИТО ТЕХ: разработка,Москва,middle,data_science,Опыт 3-6 лет,,,,Python,True,https://hh.ru/vacancy/132214695
132021230,Data Scientist (Искусственный интеллект),,Москва,middle,data_science,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132021230
128954578,Data Scientist/Аналитик данных (Москва),,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/128954578
131415040,Senior Data Scientist в Центр моделирования (Риски),,Москва,senior,data_science,Опыт 3-6 лет,,,,Bash|Transformers|MLflow|Airflow|DVC|Git,True,https://hh.ru/vacancy/131415040
132140175,Senior Data Scientist (Computer Vision SberAI),,Москва,senior,computer_vision,Опыт 3-6 лет,,,,Python|PyTorch|OpenCV|MLflow,True,https://hh.ru/vacancy/132140175
132188243,Senior Data Scientist LLM (команда Поиск знаний),,Москва,senior,llm,Опыт 3-6 лет,,,,SQL|LLM|LangChain|RAG|Git,True,https://hh.ru/vacancy/132188243
132298614,Data Scientist / ML Researcher (Оценка и улучшение качества Ai агентов),,Москва,middle,llm,Опыт 3-6 лет,,,,PyTorch|scikit-learn|LLM|LangChain,True,https://hh.ru/vacancy/132298614
132015364,Data Scientist (валидация ml моделей),,Москва,senior,llm,Опыт 1-3 года,,,,Python|PyTorch|scikit-learn|LLM|Hadoop|Git,True,https://hh.ru/vacancy/132015364
128905442,Middle/Senior Data Scientist/ML Engineer в направление RecSys,,Москва,senior,data_science,Опыт более 6 лет,,,,Python|SQL|Airflow|Docker|Kubernetes|Kafka|Hadoop|PostgreSQL,True,https://hh.ru/vacancy/128905442
132148742,Data Scientist/ML Engineer в направление LLM,,Москва,middle,nlp,Опыт 3-6 лет,,,,Python|LLM|RAG|Airflow|Docker|Kubernetes|FastAPI|Kafka,True,https://hh.ru/vacancy/132148742
132210427,Senior \ Lead Data Scientist в Стрим финансового моделирования,,Москва,senior,data_science,Опыт более 6 лет,,,,Python|SQL|scikit-learn|Jupyter,True,https://hh.ru/vacancy/132210427
132133403,"Data Scientist, Диалоговый ИИ и ML сервисы",,Москва,middle,nlp,Опыт 3-6 лет,,,,Python|SQL|PyTorch|Transformers|LLM|LangChain|RAG|Kafka|Redis|ClickHouse|S3|Git,True,https://hh.ru/vacancy/132133403
130320529,"Data Scientist/ ML Engineer, проект CVM",,Москва,middle,data_science,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/130320529
132200260,"Junior Data Scientist, группа анализа данных и цифровых решений",,Москва,junior,data_science,Без опыта,,,,Python|Bash|PyTorch|XGBoost|CatBoost|scikit-learn|Docker|FastAPI|Flask|Git,True,https://hh.ru/vacancy/132200260
123528201,Senior Data Scientist в Товарные рекомендации,RWB (Wildberries & Russ),Москва,senior,data_science,Опыт 3-6 лет,,,,Python|SQL|XGBoost|LightGBM|CatBoost|scikit-learn,True,https://hh.ru/vacancy/123528201
131117047,"AI ML Research Scientist - Synthetic Data Generation (Senior, AI RnD команда)",,Москва,senior,research,Опыт 3-6 лет,,,,Python|PyTorch|TensorFlow|JAX|LLM|Docker,True,https://hh.ru/vacancy/131117047
132341106,Senior NGS Data Analyst,BostonGene Technologies,"Ереван, улица Грачья Кочара, 2А",senior,data_science,Опыт 3-6 лет,,,,Python,True,https://hh.ru/vacancy/132341106
130321316,"ML Engineer/Data Scientist в команду прогнозирования, направление Deep Learning",,Москва,middle,data_science,Опыт 3-6 лет,,,,PyTorch|TensorFlow|MLflow,True,https://hh.ru/vacancy/130321316
131154116,Data Scientist / ML Engineer направление CV (Видеоаналитика эффективности розничных магазинов),,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|PyTorch|TensorFlow|ONNX|TensorRT|OpenVINO,True,https://hh.ru/vacancy/131154116
130079446,Руководитель Data Science команды (Анализ спроса в маркетплейсе),,Москва,senior,data_science,Опыт более 6 лет,,,,Python|SQL|PyTorch|Transformers|Airflow,True,https://hh.ru/vacancy/130079446
132804140,Chapter Lead в Wildberries Fintech/Банк,,Москва,senior,data_science,Опыт более 6 лет,,,,,True,https://hh.ru/vacancy/132804140
132811868,Системный аналитик,,Москва,middle,ai_engineer,Опыт 3-6 лет,,,,SQL,True,https://hh.ru/vacancy/132811868
131260281,Аналитик данных,НИИ Восход,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|PostgreSQL|ClickHouse,True,https://hh.ru/vacancy/131260281
132781962,AI Developer (Автоиндустрия),,Москва,middle,llm,Опыт 3-6 лет,,,,Python|LLM|RAG|Docker|Kubernetes|FastAPI|Flask|PostgreSQL|Grafana,True,https://hh.ru/vacancy/132781962
131937839,Заместитель начальника Управления (проектный блок ИИ),Правительство Московской области,Москва,middle,research,Опыт 3-6 лет,,,,LLM,True,https://hh.ru/vacancy/131937839
132464318,System Analyst (AI Contact Center Solutions),Бэнкс Софт Системс,Москва,middle,llm,Опыт 3-6 лет,,,,Python|LLM|LangChain|LlamaIndex|RAG|AWS|GCP|Azure,True,https://hh.ru/vacancy/132464318
132489675,Эксперт по машинному обучению,Дом.ру,Москва,middle,llm,Опыт 3-6 лет,,,,Python|SQL|PyTorch|TensorFlow|scikit-learn|LLM|LangChain|RAG,True,https://hh.ru/vacancy/132489675
131714527,Senior ML Engineer (AI-Агенты),,Санкт-Петербург,senior,mlops,Опыт 3-6 лет,,,,Python|LLM|LangChain|RAG|Kubernetes|Kafka|Hadoop,True,https://hh.ru/vacancy/131714527
132161500,Senior ML Engineer,Хохряков Игорь,Ижевск,senior,data_science,Опыт более 6 лет,,,,Python|XGBoost|LightGBM|CatBoost|scikit-learn,True,https://hh.ru/vacancy/132161500
132215376,Senior MLOps Engineer,,Москва,senior,mlops,Опыт 3-6 лет,,,,Python|LLM|Kafka|Spark|Hadoop|PostgreSQL|Git,True,https://hh.ru/vacancy/132215376
131590588,Ведущий аналитик данных по управлению запасами,,Москва,middle,data_science,Опыт 3-6 лет,,,,SQL,True,https://hh.ru/vacancy/131590588
130560028,Руководитель группы прогнозного моделирования,,Москва,senior,data_science,Опыт 3-6 лет,,,,Python|SQL|XGBoost|CatBoost|scikit-learn|NLTK,True,https://hh.ru/vacancy/130560028
132062269,ML engineer (Kandinsky),,Москва,middle,llm,Опыт 3-6 лет,,,,Python,True,https://hh.ru/vacancy/132062269
131793090,Team Lead AI,ОООИК СИБИНТЕК,Москва,senior,llm,Опыт более 6 лет,,,,Python|SQL|LLM|RAG|Airflow|Kafka|PostgreSQL|ClickHouse,True,https://hh.ru/vacancy/131793090
132559551,Junior Data Scientist (Стажер),,Екатеринбург,junior,data_science,Без опыта,,,,,False,https://hh.ru/vacancy/132559551
132559552,Junior Data Scientist (Стажер),,Самара,junior,data_science,Без опыта,,,,,False,https://hh.ru/vacancy/132559552
132414216,Junior Data Scientist (Стажер),,Новосибирск,junior,data_science,Без опыта,,,,,False,https://hh.ru/vacancy/132414216
132414217,Junior Data Scientist (Стажер),,Томск,junior,data_science,Без опыта,,,,,False,https://hh.ru/vacancy/132414217
132074182,Руководитель отдела ML-разработки,ОООНПП МетаСофт Про,Москва,senior,research,Опыт 1-3 года,,,,Python|PyTorch,True,https://hh.ru/vacancy/132074182
132762470,Data Engineer в Сеть Продаж,,Москва,junior,data_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132762470
132595020,ML-инженер/Дата-инженер,,Екатеринбург,junior,research,Опыт 1-3 года,,,,Python|SQL|scikit-learn|MLflow|Spark|Hadoop|Git,True,https://hh.ru/vacancy/132595020
132343496,Руководитель направления интеллектуального анализа данных,,Москва,senior,nlp,Опыт более 6 лет,,,,Python|SQL,True,https://hh.ru/vacancy/132343496
132353753,Senior Research Engineer (Kandinsky),,Москва,senior,llm,Опыт 3-6 лет,,,,PyTorch,True,https://hh.ru/vacancy/132353753
132156350,Руководитель отдела машинного обучения ( ML ),,Москва,senior,llm,Опыт более 6 лет,,,,Python|SQL|PyTorch|scikit-learn|Transformers|BERT|GPT|LLM|MLflow|Airflow|DVC|Docker|Git,True,https://hh.ru/vacancy/132156350
132929260,Data scientist,АОНТЦ ЕЭС Информационные Комплексы,Москва,middle,data_science,Опыт 3-6 лет,,,,SQL|XGBoost|LightGBM|CatBoost|scikit-learn|TensorRT|MLflow|Airflow|DVC|Docker|FastAPI|Flask|PostgreSQL,True,https://hh.ru/vacancy/132929260
132913127,Исследователь алгоритмов машинного обучения Data Scientist / ML Researcher,,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132913127
132665506,Data Scientist (Анализ цены),,Москва,junior,data_science,Опыт 1-3 года,,,,Python|SQL|scikit-learn|LLM|RAG|PostgreSQL,True,https://hh.ru/vacancy/132665506
132742066,Data Scientist (NLP / Applied AI Research),Бэнкс Софт Системс,Москва,junior,nlp,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132742066
132880023,Data Scientist в Модерацию,,Москва,middle,data_science,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132880023
132595170,Стажёр/Data Scientist (моделирование банковских продуктов),,Москва,junior,data_science,Без опыта,,,,Python|SQL|XGBoost|LightGBM|CatBoost|scikit-learn|Airflow|Spark|Hadoop|Git,True,https://hh.ru/vacancy/132595170
121370571,Data Scientist / ML Engineer,,Москва,junior,data_science,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/121370571
128578304,Разработчик-исследователь AI/LLM,,Москва,junior,llm,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/128578304
131901307,Data Engineer,Koronatech,Санкт-Петербург,middle,data_science,Опыт 3-6 лет,,,,Python|Scala|SQL|Airflow|Kubernetes|Kafka|Spark|Hadoop|ClickHouse|Jupyter,True,https://hh.ru/vacancy/131901307
132801557,Data Scientist (риски),,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|scikit-learn,True,https://hh.ru/vacancy/132801557
132196217,Data Scientist (CV Middle+/Senior),,Москва,senior,data_science,Опыт 3-6 лет,,,,Python|PyTorch|TensorFlow|Transformers|OpenCV|YOLO|DVC|Git,True,https://hh.ru/vacancy/132196217
132836103,Data Engineer,,Москва,middle,data_engineer,Опыт 3-6 лет,,,,Python|SQL|Airflow|Spark|Hadoop|PostgreSQL,True,https://hh.ru/vacancy/132836103
132615613,Data Engineer,Tripster,Москва,middle,data_engineer,Опыт 3-6 лет,,,,Python|SQL|Airflow,True,https://hh.ru/vacancy/132615613
130958053,"Старший Data Scientist, Рекламный аукцион и управление ставками",,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|Airflow|Spark|Hadoop|ClickHouse|Jupyter|Grafana,True,https://hh.ru/vacancy/130958053
132622786,"Data Scientist, Аналитический Департамент",ВТБ Капитал,Москва,senior,nlp,Опыт более 6 лет,,,,Python|SQL|PyTorch|TensorFlow,True,https://hh.ru/vacancy/132622786
131516166,Data Scientist,ООО 1221Системс,Нижний Новгород,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|CatBoost|scikit-learn|FastAPI|Flask|Yandex Cloud,True,https://hh.ru/vacancy/131516166
131676010,"Старший Data Scientist, Факторы ранжирования LLM",,Москва,middle,llm,Опыт 3-6 лет,,,,Python|SQL|PyTorch|CatBoost|LLM|HuggingFace|MLflow|Airflow|Spark|Hadoop|ClickHouse|Grafana,True,https://hh.ru/vacancy/131676010
130283769,Data Engineer,Ozon Офис и Коммерция,Москва,middle,data_engineer,Опыт 3-6 лет,,,,Python|SQL|Airflow|Spark|Hadoop|ClickHouse|Jupyter,True,https://hh.ru/vacancy/130283769
132616791,Junior ML Engineer,evrone.ru,Москва,junior,ml_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132616791
132853201,ML-инженер,,"Набережные Челны, проспект Чулман, 111",junior,ml_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132853201
132436622,"AL/ML/Prompt engineer (Python, GPT, LLaMA, Claude, open-source LLM)",ОООПлейспартс,Екатеринбург,junior,llm,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132436622
132723380,ML-инженер (Роботизация),,Москва,junior,ml_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132723380
132704996,ML-инженер,,Москва,middle,research,Опыт 3-6 лет,,,,Python|SQL|FastAPI|Flask,True,https://hh.ru/vacancy/132704996
131996449,ML-инженер,,Москва,junior,mlops,Опыт 1-3 года,,,,Python|SQL|scikit-learn|MLflow|Docker|Kubernetes,True,https://hh.ru/vacancy/131996449
132770791,ML Developer,крупный производитель справочно-информационного ПО,Москва,senior,nlp,Опыт более 6 лет,,,,Python|PyTorch|Transformers|LLM|HuggingFace|RAG|ONNX|TensorRT|Docker|Kubernetes|Spark|Grafana,True,https://hh.ru/vacancy/132770791
132910597,ML-инженер,,Казань,middle,ml_engineer,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132910597
132850230,Senior ML Engineer,Haulmont,Ульяновск,senior,mlops,Опыт 3-6 лет,,,,Python|LLM|RAG|Kubernetes,True,https://hh.ru/vacancy/132850230
132897253,Senior AI/ML Engineer,,Москва,senior,llm,Опыт 3-6 лет,,,,Python|LLM|LangChain|LlamaIndex|RAG,True,https://hh.ru/vacancy/132897253
132775364,Senior AI Platform Engineer / LLMOps / Tech Lead,ООО Анлим,Москва,senior,llm,Опыт 3-6 лет,,,,Python|LLM|LangChain|LlamaIndex|RAG|MLflow|ClearML|DVC|Docker|Kubernetes|FastAPI|Kafka|PostgreSQL|Redis|Grafana,True,https://hh.ru/vacancy/132775364
132631706,ML-инженер,,Москва,junior,ml_engineer,Без опыта,,,,Python|SQL,True,https://hh.ru/vacancy/132631706
132785083,ML Инженер / Инженер по машинному обучению,,Санкт-Петербург,middle,ml_engineer,Опыт 3-6 лет,,,,Python|PyTorch|TensorFlow|FastAPI|Flask,True,https://hh.ru/vacancy/132785083
132877033,Data Engineer,,Москва,middle,data_science,Опыт 3-6 лет,,,,Python|SQL|XGBoost|LightGBM|scikit-learn|Airflow|Docker|PostgreSQL|Git,True,https://hh.ru/vacancy/132877033
132674673,"AI / LLM Engineer (внутренние инструменты, RAG, on-premise)",ООООткрытые Лаборатории,Нижний Новгород,junior,llm,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132674673
132094761,Data Engineer (в DS команду),,Москва,junior,data_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132094761
132709147,AI/LLM Engineer / NLP-специалист в HRTech стартап,ИПНиколаев Артём Константинович,Киров (Калужская область),junior,nlp,Опыт 1-3 года,,,,Python|LLM|RAG,True,https://hh.ru/vacancy/132709147
132743864,Senior ML Engineer (LLM / AI Platform),PravoTech,Москва,senior,llm,Опыт 3-6 лет,,,,Python|LLM|RAG|Docker|Kubernetes|FastAPI|Flask,True,https://hh.ru/vacancy/132743864
132921296,CV engineer (Gigachat),,Москва,middle,computer_vision,Опыт 3-6 лет,,,,LLM|Airflow,True,https://hh.ru/vacancy/132921296
131939857,ML-инженер,,Москва,middle,nlp,Опыт 3-6 лет,,,,Python|SQL|PyTorch|TensorFlow|LLM|MLflow|Airflow|Kubeflow|Docker|FastAPI|Kafka|PostgreSQL,True,https://hh.ru/vacancy/131939857
132471016,ML-инженер (системный анализ),РОКЕТ САЙНС,Новосибирск,middle,ml_engineer,Опыт 3-6 лет,,,,,False,https://hh.ru/vacancy/132471016
132932763,Data Engineer/ MLOpsE,,Москва,middle,mlops,Опыт 3-6 лет,,,,Python|LLM|Airflow|Kubernetes|Kafka|Spark|Hadoop|PostgreSQL|Git,True,https://hh.ru/vacancy/132932763
132788815,LLM / AI Automation Engineer,,Пермь,junior,llm,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132788815
132749680,Разработчик ML [Junior],ООО Диплей,Новосибирск,junior,general_ml,Опыт 1-3 года,,,,Python|PyTorch|CatBoost|ONNX|Git,True,https://hh.ru/vacancy/132749680
132625724,MLOps Engineer,Sapiens solutions,Москва,middle,mlops,Опыт 3-6 лет,,,,Python|MLflow|Airflow|DVC|Docker|Kubernetes|Spark|ClickHouse|Jupyter|Grafana,True,https://hh.ru/vacancy/132625724
132850232,Senior ML Engineer,Haulmont,Челябинск,senior,mlops,Опыт 3-6 лет,,,,Python|LLM|RAG|Kubernetes,True,https://hh.ru/vacancy/132850232
132914498,AI Engineer,,Москва,middle,research,Опыт 3-6 лет,,,,Python|PyTorch|XGBoost|scikit-learn|LangChain|Docker|Kubernetes|FastAPI,True,https://hh.ru/vacancy/132914498
132894722,MLOps Engineer,,Москва,middle,mlops,Опыт 3-6 лет,,,,Python|SQL|Bash|MLflow|Airflow|Kubeflow|DVC|Docker|Kubernetes|AWS|GCP|Azure|Yandex Cloud|Grafana,True,https://hh.ru/vacancy/132894722
132929564,ML-инженер в Яндекс,Яндекс,Москва,junior,ml_engineer,Опыт 1-3 года,,,,,False,https://hh.ru/vacancy/132929564
132830552,MLOPS \ DataOPS Engineer,Spice IT,Москва,middle,mlops,Опыт 3-6 лет,,,,Python|GPT|Airflow|Kubernetes|Spark|Jupyter,True,https://hh.ru/vacancy/132830552
